year	month	date	average	trend	ndays	stdev	unc
1996	4	1996-04-30	364.69	361.99	29	0.59	0.21
1996	5	1996-05-31	365.25	362.23	30	0.57	0.2
1996	6	1996-06-30	365.06	362.82	30	0.38	0.13
1996	7	1996-07-31	363.69	362.98	31	0.32	0.11
1996	8	1996-08-31	361.55	363.13	27	0.49	0.18
1996	9	1996-09-30	359.69	363.14	25	0.75	0.29
1996	10	1996-10-31	359.72	363.12	29	0.32	0.11
1996	11	1996-11-30	361.04	363.18	29	0.29	0.1
1996	12	1996-12-31	362.39	363.23	29	0.36	0.13
1997	1	1997-01-31	363.24	363.03	31	0.4	0.14
1997	2	1997-02-28	364.21	363.4	28	0.62	0.22
1997	3	1997-03-31	364.65	363.02	31	0.4	0.14
1997	4	1997-04-30	366.49	363.82	21	0.46	0.19
1997	5	1997-05-31	366.77	363.87	29	0.53	0.19
1997	6	1997-06-30	365.73	363.56	27	0.23	0.09
1997	7	1997-07-31	364.46	363.74	24	0.47	0.18
1997	8	1997-08-31	362.4	363.98	25	0.57	0.22
1997	9	1997-09-30	360.44	363.83	26	0.63	0.24
1997	10	1997-10-31	360.98	364.28	27	0.32	0.12
1997	11	1997-11-30	362.65	364.71	30	0.31	0.11
1997	12	1997-12-31	364.51	365.28	30	0.41	0.14
1998	1	1998-01-31	365.39	365.19	30	0.43	0.15
1998	2	1998-02-28	366.1	365.29	28	0.62	0.23
1998	3	1998-03-31	367.36	365.73	31	0.82	0.28
1998	4	1998-04-30	368.79	366.17	29	0.63	0.22
1998	5	1998-05-31	369.56	366.68	30	0.77	0.27
1998	6	1998-06-30	369.13	366.95	28	0.24	0.09
1998	7	1998-07-31	367.98	367.29	23	0.65	0.26
1998	8	1998-08-31	366.1	367.69	30	0.3	0.1
1998	9	1998-09-30	364.16	367.51	28	0.4	0.14
1998	10	1998-10-31	364.54	367.82	30	0.26	0.09
1998	11	1998-11-30	365.67	367.7	23	0.25	0.1
1998	12	1998-12-31	367.3	368.05	26	0.36	0.14
1999	1	1999-01-31	368.35	368.13	27	0.47	0.17
1999	2	1999-02-28	369.28	368.46	21	0.47	0.2
1999	3	1999-03-31	369.84	368.24	25	0.81	0.31
1999	4	1999-04-30	371.15	368.62	29	0.67	0.24
1999	5	1999-05-31	371.12	368.31	26	0.59	0.22
1999	6	1999-06-30	370.46	368.3	26	0.44	0.16
1999	7	1999-07-31	369.61	368.93	27	0.63	0.23
1999	8	1999-08-31	367.06	368.63	25	0.38	0.14
1999	9	1999-09-30	364.95	368.28	28	0.74	0.27
1999	10	1999-10-31	365.52	368.8	31	0.28	0.1
1999	11	1999-11-30	366.88	368.86	28	0.25	0.09
1999	12	1999-12-31	368.26	368.93	26	0.29	0.11
2000	1	2000-01-31	369.45	369.24	26	0.48	0.18
2000	2	2000-02-29	369.71	368.98	19	0.48	0.21
2000	3	2000-03-31	370.75	369.24	30	0.47	0.16
2000	4	2000-04-30	371.98	369.44	27	0.58	0.21
2000	5	2000-05-31	371.75	368.87	28	0.53	0.19
2000	6	2000-06-30	371.87	369.66	28	0.24	0.09
2000	7	2000-07-31	370.02	369.36	25	0.31	0.12
2000	8	2000-08-31	368.27	369.87	27	0.42	0.15
2000	9	2000-09-30	367.15	370.46	25	0.36	0.14
2000	10	2000-10-31	367.18	370.42	30	0.27	0.09
2000	11	2000-11-30	368.53	370.48	25	0.3	0.12
2000	12	2000-12-31	369.83	370.46	30	0.38	0.13
2001	1	2001-01-31	370.76	370.6	30	0.56	0.2
2001	2	2001-02-28	371.69	370.95	26	0.61	0.23
2001	3	2001-03-31	372.63	371.06	26	0.46	0.17
2001	4	2001-04-30	373.55	370.99	29	0.56	0.2
2001	5	2001-05-31	374.03	371.11	24	0.41	0.16
2001	6	2001-06-30	373.4	371.17	26	0.37	0.14
2001	7	2001-07-31	371.68	371.08	25	0.62	0.24
2001	8	2001-08-31	369.78	371.39	27	0.6	0.22
2001	9	2001-09-30	368.34	371.61	28	0.49	0.18
2001	10	2001-10-31	368.61	371.85	31	0.33	0.11
2001	11	2001-11-30	369.94	371.92	24	0.24	0.09
2001	12	2001-12-31	371.42	372.09	29	0.4	0.14
2002	1	2002-01-31	372.7	372.48	28	0.52	0.19
2002	2	2002-02-28	373.37	372.49	28	0.66	0.24
2002	3	2002-03-31	374.3	372.61	24	0.62	0.24
2002	4	2002-04-30	375.19	372.54	29	0.55	0.19
2002	5	2002-05-31	375.93	372.98	29	0.57	0.2
2002	6	2002-06-30	375.69	373.46	28	0.46	0.17
2002	7	2002-07-31	374.16	373.58	25	0.47	0.18
2002	8	2002-08-31	372.03	373.7	28	0.65	0.24
2002	9	2002-09-30	370.93	374.29	23	0.74	0.3
2002	10	2002-10-31	370.73	374.06	31	0.62	0.21
2002	11	2002-11-30	372.43	374.52	29	0.43	0.15
2002	12	2002-12-31	373.98	374.72	31	0.46	0.16
2003	1	2003-01-31	375.07	374.82	30	0.51	0.18
2003	2	2003-02-28	375.82	374.95	27	0.58	0.21
2003	3	2003-03-31	376.64	374.99	28	0.63	0.23
2003	4	2003-04-30	377.92	375.24	27	0.37	0.14
2003	5	2003-05-31	378.78	375.73	30	0.78	0.27
2003	6	2003-06-30	378.46	376.21	25	0.39	0.15
2003	7	2003-07-31	376.88	376.37	29	0.7	0.25
2003	8	2003-08-31	374.57	376.27	23	0.57	0.23
2003	9	2003-09-30	373.34	376.65	25	0.37	0.14
2003	10	2003-10-31	373.31	376.65	30	0.33	0.12
2003	11	2003-11-30	374.84	376.99	26	0.45	0.17
2003	12	2003-12-31	376.17	376.93	27	0.4	0.15
2004	1	2004-01-31	377.17	376.96	30	0.45	0.16
2004	2	2004-02-29	378.05	377.19	29	0.74	0.26
2004	3	2004-03-31	379.06	377.4	27	0.84	0.31
2004	4	2004-04-30	380.54	377.8	26	0.52	0.19
2004	5	2004-05-31	380.8	377.66	28	0.61	0.22
2004	6	2004-06-30	379.87	377.57	21	0.47	0.19
2004	7	2004-07-31	377.65	377.12	25	0.5	0.19
2004	8	2004-08-31	376.17	377.9	16	0.45	0.21
2004	9	2004-09-30	374.43	377.8	15	0.56	0.28
2004	10	2004-10-31	374.63	378	29	0.19	0.07
2004	11	2004-11-30	376.33	378.49	29	0.62	0.22
2004	12	2004-12-31	377.68	378.48	30	0.29	0.1
2005	1	2005-01-31	378.63	378.37	31	0.32	0.11
2005	2	2005-02-28	379.91	379.1	24	0.6	0.24
2005	3	2005-03-31	380.95	379.45	26	1.16	0.44
2005	4	2005-04-30	382.48	379.84	26	0.53	0.2
2005	5	2005-05-31	382.64	379.49	31	0.61	0.21
2005	6	2005-06-30	382.4	380.07	28	0.21	0.08
2005	7	2005-07-31	380.93	380.38	29	0.38	0.13
2005	8	2005-08-31	378.93	380.61	26	0.53	0.2
2005	9	2005-09-30	376.89	380.2	27	0.51	0.19
2005	10	2005-10-31	377.19	380.5	14	0.15	0.08
2005	11	2005-11-30	378.54	380.69	23	0.45	0.18
2005	12	2005-12-31	380.31	381.09	26	0.39	0.15
2006	1	2006-01-31	381.58	381.33	24	0.31	0.12
2006	2	2006-02-28	382.4	381.58	25	0.51	0.2
2006	3	2006-03-31	382.86	381.32	29	0.55	0.2
2006	4	2006-04-30	384.8	382.11	25	0.49	0.19
2006	5	2006-05-31	385.22	382.06	24	0.45	0.17
2006	6	2006-06-30	384.24	381.93	28	0.43	0.16
2006	7	2006-07-31	382.65	382.1	24	0.32	0.12
2006	8	2006-08-31	380.6	382.27	27	0.47	0.17
2006	9	2006-09-30	379.04	382.35	25	0.42	0.16
2006	10	2006-10-31	379.33	382.66	23	0.4	0.16
2006	11	2006-11-30	380.35	382.52	29	0.39	0.14
2006	12	2006-12-31	382.02	382.84	27	0.38	0.14
2007	1	2007-01-31	383.1	382.88	24	0.76	0.3
2007	2	2007-02-28	384.12	383.22	21	0.81	0.34
2007	3	2007-03-31	384.81	383.17	27	0.63	0.23
2007	4	2007-04-30	386.73	383.95	25	0.76	0.29
2007	5	2007-05-31	386.78	383.56	29	0.64	0.23
2007	6	2007-06-30	386.33	384.06	26	0.42	0.16
2007	7	2007-07-31	384.73	384.25	27	0.44	0.16
2007	8	2007-08-31	382.24	383.95	22	0.64	0.26
2007	9	2007-09-30	381.2	384.56	21	0.45	0.19
2007	10	2007-10-31	381.37	384.72	29	0.19	0.07
2007	11	2007-11-30	382.7	384.9	30	0.31	0.11
2007	12	2007-12-31	384.19	385.07	22	0.34	0.14
2008	1	2008-01-31	385.78	385.54	31	0.56	0.19
2008	2	2008-02-29	386.06	385.2	26	0.58	0.22
2008	3	2008-03-31	386.28	384.72	30	0.6	0.21
2008	4	2008-04-30	387.33	384.71	22	1.19	0.49
2008	5	2008-05-31	388.78	385.69	25	0.57	0.22
2008	6	2008-06-30	387.99	385.68	23	0.49	0.2
2008	7	2008-07-31	386.61	386.04	10	0.96	0.58
2008	8	2008-08-31	384.32	385.98	25	0.66	0.25
2008	9	2008-09-30	383.41	386.68	27	0.34	0.12
2008	10	2008-10-31	383.21	386.49	23	0.27	0.11
2008	11	2008-11-30	384.41	386.59	28	0.29	0.11
2008	12	2008-12-31	385.79	386.64	29	0.27	0.1
2009	1	2009-01-31	387.17	386.86	30	0.38	0.13
2009	2	2009-02-28	387.7	386.81	26	0.49	0.18
2009	3	2009-03-31	389.04	387.54	28	0.68	0.25
2009	4	2009-04-30	389.76	387.15	29	0.85	0.3
2009	5	2009-05-31	390.36	387.24	30	0.51	0.18
2009	6	2009-06-30	389.7	387.46	29	0.6	0.21
2009	7	2009-07-31	388.25	387.77	22	0.31	0.13
2009	8	2009-08-31	386.29	387.99	28	0.62	0.22
2009	9	2009-09-30	384.95	388.22	28	0.56	0.2
2009	10	2009-10-31	384.64	387.88	30	0.31	0.11
2009	11	2009-11-30	386.23	388.36	30	0.29	0.1
2009	12	2009-12-31	387.63	388.43	20	0.47	0.2
2010	1	2010-01-31	388.91	388.62	30	0.92	0.32
2010	2	2010-02-28	390.41	389.47	20	1.31	0.56
2010	3	2010-03-31	391.37	389.85	25	1.05	0.4
2010	4	2010-04-30	392.67	390.12	26	0.65	0.24
2010	5	2010-05-31	393.21	390.09	29	0.65	0.23
2010	6	2010-06-30	392.38	390.1	28	0.42	0.15
2010	7	2010-07-31	390.41	389.93	29	0.47	0.17
2010	8	2010-08-31	388.54	390.21	26	0.41	0.16
2010	9	2010-09-30	387.03	390.32	29	0.55	0.19
2010	10	2010-10-31	387.43	390.72	31	0.27	0.09
2010	11	2010-11-30	388.87	390.99	29	0.42	0.15
2010	12	2010-12-31	389.99	390.8	29	0.47	0.17
2011	1	2011-01-31	391.5	391.2	29	0.88	0.31
2011	2	2011-02-28	392.05	391.12	28	0.47	0.17
2011	3	2011-03-31	392.8	391.28	29	0.97	0.35
2011	4	2011-04-30	393.44	390.84	28	0.73	0.26
2011	5	2011-05-31	394.41	391.24	29	0.93	0.33
2011	6	2011-06-30	393.95	391.65	28	0.45	0.16
2011	7	2011-07-31	392.72	392.24	26	0.71	0.26
2011	8	2011-08-31	390.33	392.03	27	0.42	0.15
2011	9	2011-09-30	389.28	392.6	26	0.31	0.12
2011	10	2011-10-31	389.19	392.52	30	0.17	0.06
2011	11	2011-11-30	390.48	392.63	28	0.26	0.1
2011	12	2011-12-31	392.06	392.86	26	0.37	0.14
2012	1	2012-01-31	393.31	393.08	30	0.77	0.27
2012	2	2012-02-29	394.04	393.21	26	1.19	0.45
2012	3	2012-03-31	394.59	393	30	0.63	0.22
2012	4	2012-04-30	396.38	393.65	29	0.59	0.21
2012	5	2012-05-31	396.93	393.73	30	0.5	0.17
2012	6	2012-06-30	395.91	393.64	28	0.59	0.21
2012	7	2012-07-31	394.56	394.12	26	0.3	0.11
2012	8	2012-08-31	392.59	394.36	30	0.52	0.18
2012	9	2012-09-30	391.32	394.74	26	0.42	0.16
2012	10	2012-10-31	391.27	394.63	28	0.23	0.08
2012	11	2012-11-30	393.2	395.24	29	0.53	0.19
2012	12	2012-12-31	394.57	395.27	29	0.44	0.16
2013	1	2013-01-31	395.78	395.63	28	0.6	0.22
2013	2	2013-02-28	397.03	396.24	25	0.57	0.22
2013	3	2013-03-31	397.66	396.08	30	0.71	0.25
2013	4	2013-04-30	398.64	395.8	22	0.59	0.24
2013	5	2013-05-31	400.02	396.65	28	0.37	0.13
2013	6	2013-06-30	398.81	396.48	26	0.43	0.16
2013	7	2013-07-31	397.51	397.12	21	0.52	0.22
2013	8	2013-08-31	395.39	397.26	27	0.45	0.16
2013	9	2013-09-30	393.72	397.24	26	0.35	0.13
2013	10	2013-10-31	393.9	397.24	28	0.16	0.06
2013	11	2013-11-30	395.36	397.34	30	0.6	0.21
2013	12	2013-12-31	397.03	397.78	30	0.48	0.17
2014	1	2014-01-31	398.04	397.74	31	0.49	0.17
2014	2	2014-02-28	398.27	397.46	27	0.51	0.19
2014	3	2014-03-31	399.91	398.38	22	0.84	0.34
2014	4	2014-04-30	401.51	398.64	26	0.5	0.19
2014	5	2014-05-31	401.96	398.57	22	0.51	0.21
2014	6	2014-06-30	401.43	399.11	28	0.36	0.13
2014	7	2014-07-31	399.38	398.95	25	0.56	0.21
2014	8	2014-08-31	397.32	399.2	21	0.22	0.09
2014	9	2014-09-30	395.64	399.2	21	0.56	0.24
2014	10	2014-10-31	396.29	399.69	24	0.75	0.29
2014	11	2014-11-30	397.55	399.63	27	0.38	0.14
2014	12	2014-12-31	399.15	399.88	29	0.61	0.22
2015	1	2015-01-31	400.18	399.92	30	0.55	0.19
2015	2	2015-02-28	400.55	399.78	28	0.63	0.23
2015	3	2015-03-31	401.74	400.23	24	1.02	0.4
2015	4	2015-04-30	403.35	400.47	26	0.86	0.32
2015	5	2015-05-31	404.15	400.71	30	0.32	0.11
2015	6	2015-06-30	402.97	400.66	29	0.47	0.17
2015	7	2015-07-31	401.46	401.1	24	0.57	0.22
2015	8	2015-08-31	399.11	401.03	28	0.74	0.27
2015	9	2015-09-30	397.82	401.43	25	0.32	0.12
2015	10	2015-10-31	398.49	401.88	28	0.56	0.2
2015	11	2015-11-30	400.27	402.22	25	0.58	0.22
2015	12	2015-12-31	402.06	402.72	30	0.67	0.23
2016	1	2016-01-31	402.73	402.46	27	0.56	0.21
2016	2	2016-02-29	404.25	403.41	25	1.11	0.43
2016	3	2016-03-31	405.06	403.55	28	0.81	0.29
2016	4	2016-04-30	407.6	404.78	23	1.04	0.41
2016	5	2016-05-31	407.9	404.42	29	0.5	0.18
2016	6	2016-06-30	406.99	404.59	26	0.6	0.23
2016	7	2016-07-31	404.59	404.23	28	0.88	0.32
2016	8	2016-08-31	402.45	404.4	24	0.6	0.23
2016	9	2016-09-30	401.23	404.85	25	0.44	0.17
2016	10	2016-10-31	401.79	405.22	29	0.3	0.11
2016	11	2016-11-30	403.72	405.73	27	0.72	0.26
2016	12	2016-12-31	404.64	405.33	29	0.44	0.16
2017	1	2017-01-31	406.36	406.05	27	0.68	0.25
2017	2	2017-02-28	406.66	405.82	26	0.71	0.27
2017	3	2017-03-31	407.53	406.06	24	1.03	0.4
2017	4	2017-04-30	409.22	406.38	26	0.86	0.32
2017	5	2017-05-31	409.89	406.38	27	0.57	0.21
2017	6	2017-06-30	409.08	406.69	26	0.54	0.2
2017	7	2017-07-31	407.33	407	28	0.61	0.22
2017	8	2017-08-31	405.32	407.29	29	0.32	0.12
2017	9	2017-09-30	403.57	407.16	26	0.37	0.14
2017	10	2017-10-31	403.82	407.21	27	0.3	0.11
2017	11	2017-11-30	405.31	407.34	26	0.41	0.15
2017	12	2017-12-31	407	407.71	31	0.57	0.2
2018	1	2018-01-31	408.15	407.88	29	0.55	0.19
2018	2	2018-02-28	408.52	407.7	28	0.52	0.19
2018	3	2018-03-31	409.59	408.08	29	0.65	0.23
2018	4	2018-04-30	410.45	407.64	21	0.9	0.38
2018	5	2018-05-31	411.44	408.02	24	0.86	0.33
2018	6	2018-06-30	410.99	408.62	29	0.61	0.22
2018	7	2018-07-31	408.9	408.52	27	0.46	0.17
2018	8	2018-08-31	407.16	409.07	31	0.28	0.1
2018	9	2018-09-30	405.71	409.26	29	0.45	0.16
2018	10	2018-10-31	406.19	409.58	30	0.32	0.11
2018	11	2018-11-30	408.21	410.24	24	0.56	0.22
2018	12	2018-12-31	409.27	409.98	30	0.5	0.17
2019	1	2019-01-31	411.03	410.77	26	1.26	0.47
2019	2	2019-02-28	411.96	411.14	27	1.14	0.42
2019	3	2019-03-31	412.18	410.67	28	1.12	0.4
2019	4	2019-04-30	413.54	410.73	27	0.6	0.22
2019	5	2019-05-31	414.86	411.45	28	0.5	0.18
2019	6	2019-06-30	414.16	411.79	27	0.36	0.13
2019	7	2019-07-31	411.97	411.59	25	0.82	0.31
2019	8	2019-08-31	410.18	412.09	29	0.33	0.12
2019	9	2019-09-30	408.76	412.32	30	0.38	0.13
2019	10	2019-10-31	408.75	412.14	29	0.31	0.11
2019	11	2019-11-30	410.48	412.5	26	0.4	0.15
2019	12	2019-12-31	411.98	412.69	31	0.4	0.14
2020	1	2020-01-31	413.61	413.34	29	0.73	0.26
2020	2	2020-02-29	414.34	413.52	28	0.69	0.25
2020	3	2020-03-31	414.74	413.23	26	0.33	0.12
2020	4	2020-04-30	416.45	413.63	28	0.66	0.24
2020	5	2020-05-31	417.31	413.89	27	0.61	0.23
2020	6	2020-06-30	416.6	414.23	27	0.44	0.16
2020	7	2020-07-31	414.62	414.23	30	0.55	0.19
2020	8	2020-08-31	412.78	414.69	25	0.25	0.1
2020	9	2020-09-30	411.52	415.07	29	0.31	0.11
2020	10	2020-10-31	411.51	414.89	30	0.22	0.08
2020	11	2020-11-30	413.12	415.14	27	0.81	0.3
2020	12	2020-12-31	414.26	414.96	30	0.47	0.17
2021	1	2021-01-31	415.52	415.25	29	0.44	0.16
2021	2	2021-02-28	416.75	415.93	28	1.02	0.37
2021	3	2021-03-31	417.64	416.14	28	0.86	0.31
2021	4	2021-04-30	419.05	416.23	24	1.12	0.44
2021	5	2021-05-31	419.13	415.71	28	0.9	0.33
2021	6	2021-06-30	418.94	416.58	28	0.65	0.23
2021	7	2021-07-31	416.96	416.58	30	0.72	0.25
