Site	Species	Sex	Observed_Stage	PCL	FL	STL	Hook_Size	Set	Day	Month	Year
Corpus_Christi_Bay	Bagre_marinus	U			450	525	10	4	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			468	530	15	4	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			456	535	10	4	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			480	566	10	4	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			480	570	15	4	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			495	592	10	4	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			520	606	10	4	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			440	514	15	1	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			486	562	10	1	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			513	615	15	1	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			536	618	15	1	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			370	443	15	2	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			430	510	10	2	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			441	532	15	2	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			459	550	15	2	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			494	586	15	2	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			490	589	15	2	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			574	676	10	2	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			358	417	10	4	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			385	470	10	4	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			480	553	10	4	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			424	490	3	5	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			435	505	3	5	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			486	550	3	5	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			473	565	3	5	21	7	2016
Corpus_Christi_Bay	Bagre_marinus	U			468	567	3	5	21	7	2016
Aransas_Bay	Bagre_marinus	U			405	484	10	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			415	486	10	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			424	510	10	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			446	510	15	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			451	548	10	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			470	564	10	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			480	570	10	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			474	573	15	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			493	586	15	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			530	620	10	1	28	7	2016
Aransas_Bay	Bagre_marinus	U			420	500	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			426	513	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			440	520	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			455	520	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			440	521	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			440	521	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			434	529	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			444	530	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			452	530	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			440	532	15	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			448	534	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			465	540	15	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			460	544	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			456	544	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			460	552	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			420	554	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			470	555	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			490	556	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			468	556	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			474	562	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			465	563	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			480	568	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			490	570	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			548	574	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			483	575	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			488	581	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			490	582	15	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			500	585	15	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			490	586	15	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			505	590	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			510	596	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			517	610	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			545	620	10	2	28	7	2016
Aransas_Bay	Bagre_marinus	U			361	545	10	3	28	7	2016
Aransas_Bay	Bagre_marinus	U			538	630	10	3	28	7	2016
Aransas_Bay	Bagre_marinus	U			420	511	15	4	28	7	2016
Aransas_Bay	Bagre_marinus	U			495	580	15	4	28	7	2016
Aransas_Bay	Bagre_marinus	U			310	380	3	5	28	7	2016
Aransas_Bay	Bagre_marinus	U			360	440	3	5	28	7	2016
Redfish_Bay	Bagre_marinus	U			443	530	15	1	1	8	2016
Redfish_Bay	Bagre_marinus	U			394	477	10	1	1	8	2016
Redfish_Bay	Bagre_marinus	U			434	517	10	1	1	8	2016
Redfish_Bay	Bagre_marinus	U			407	476	10	1	1	8	2016
Redfish_Bay	Bagre_marinus	U			346	413	10	1	1	8	2016
Redfish_Bay	Bagre_marinus	U			490	580	15	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			440	520	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			438	504	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			425	539	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			510	608	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			392	519	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			366	442	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			330	400	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			300	376	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			480	580	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			430	516	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			340	412	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			349	562	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			454	455	15	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			424	535	15	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			265	389	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			270	363	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			370	445	10	3	1	8	2016
Redfish_Bay	Bagre_marinus	U			205	255	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			375	489	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			466	550	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			400	511	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			398	499	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			400	509	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			330	458	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			460	556	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			405	530	15	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			305	396	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			470	549	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			410	525	15	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			374	445	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			355	486	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			445	579	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			423	565	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			445	530	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			384	500	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			335	446	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			410	525	15	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			415	550	15	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			380	460	10	4	1	8	2016
Redfish_Bay	Bagre_marinus	U			341	487	10	4	1	8	2016
Aransas_Bay	Bagre_marinus	U			452	536	10	1	10	8	2016
Aransas_Bay	Bagre_marinus	U			475	585	15	1	10	8	2016
Aransas_Bay	Bagre_marinus	U			484	590	15	1	10	8	2016
Aransas_Bay	Bagre_marinus	U			352	429	10	1	10	8	2016
Aransas_Bay	Bagre_marinus	U			450	543	10	1	10	8	2016
Aransas_Bay	Bagre_marinus	U			420	501	10	1	10	8	2016
Aransas_Bay	Bagre_marinus	U			495	590	10	1	10	8	2016
Aransas_Bay	Bagre_marinus	U					15	1	10	8	2016
Aransas_Bay	Bagre_marinus	U			460	546	10	1	10	8	2016
Aransas_Bay	Bagre_marinus	U			423	557	10	2	10	8	2016
Aransas_Bay	Bagre_marinus	U			425	565	10	2	10	8	2016
Aransas_Bay	Bagre_marinus	U			279	395	10	2	10	8	2016
Aransas_Bay	Bagre_marinus	U			470	610	10	2	10	8	2016
Aransas_Bay	Bagre_marinus	U			430	559	10	2	10	8	2016
Aransas_Bay	Bagre_marinus	U			385	524	10	2	10	8	2016
Aransas_Bay	Bagre_marinus	U			452	590	10	2	10	8	2016
Aransas_Bay	Bagre_marinus	U			482	550	15	3	10	8	2016
Aransas_Bay	Bagre_marinus	U			446	545	10	3	10	8	2016
Aransas_Bay	Bagre_marinus	U			414	550	15	4	10	8	2016
Aransas_Bay	Bagre_marinus	U			505	587	10	4	10	8	2016
Aransas_Bay	Bagre_marinus	U			426	554	10	4	10	8	2016
Aransas_Bay	Bagre_marinus	U			402	561	10	4	10	8	2016
Aransas_Bay	Bagre_marinus	U			441	591	15	4	10	8	2016
Aransas_Bay	Bagre_marinus	U			430	549	10	4	10	8	2016
Aransas_Bay	Bagre_marinus	U			219	268	3	5	10	8	2016
Redfish_Bay	Bagre_marinus	U			316	382	10	3	23	8	2016
Redfish_Bay	Bagre_marinus	U			380	470	10	3	23	8	2016
Redfish_Bay	Bagre_marinus	U			420	502	15	3	23	8	2016
Redfish_Bay	Bagre_marinus	U			450	534	10	3	23	8	2016
Redfish_Bay	Bagre_marinus	U			480	580	15	3	23	8	2016
Redfish_Bay	Bagre_marinus	U			336	407	10	4	23	8	2016
Corpus_Christi_Bay	Bagre_marinus	U			470	555	10	2	12	9	2016
Aransas_Bay	Bagre_marinus	U			480	580	15	1	22	9	2016
Aransas_Bay	Bagre_marinus	U			420	510	10	2	22	9	2016
Aransas_Bay	Bagre_marinus	U			450	520	10	2	22	9	2016
Aransas_Bay	Bagre_marinus	U			430	530	10	2	22	9	2016
Aransas_Bay	Bagre_marinus	U			480	550	10	2	22	9	2016
Aransas_Bay	Bagre_marinus	U			470	560	15	2	22	9	2016
Aransas_Bay	Bagre_marinus	U			480	590	10	2	22	9	2016
Aransas_Bay	Bagre_marinus	U			500	590	10	2	22	9	2016
Aransas_Bay	Bagre_marinus	U			500	590	10	2	22	9	2016
Aransas_Bay	Bagre_marinus	U			510	600	10	2	22	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			492	588	10	1	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			451	544	10	1	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			472	550	10	1	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			468	560	10	2	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			450	550	10	2	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			440	525	10	2	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			460	560	10	2	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			470	561	15	2	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			415	498	10	2	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			475	550	10	3	27	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			505	570	10	4	27	9	2016
Redfish_Bay	Bagre_marinus	U			355	436	10	2	29	9	2016
Redfish_Bay	Bagre_marinus	U			471	542	10	2	29	9	2016
Redfish_Bay	Bagre_marinus	U			476	566	10	2	29	9	2016
Redfish_Bay	Bagre_marinus	U			500	583	15	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			419	515	10	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			419	500	10	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			440	510	10	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			470	552	10	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			479	556	10	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			454	531	10	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			440	512	10	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			404	490	10	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			460	545	10	3	29	9	2016
Redfish_Bay	Bagre_marinus	U			530	624	15	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			480	575	10	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			460	549	10	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			504	603	15	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			464	545	10	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			439	540	10	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			350	444	10	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			500	590	15	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			439	507	10	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			461	530	10	4	29	9	2016
Redfish_Bay	Bagre_marinus	U			439	506	15	4	29	9	2016
Corpus_Christi_Bay	Bagre_marinus	U			290	345	10	1	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			413	491	10	1	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			430	511	10	1	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			432	515	10	1	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			481	570	15	1	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			500	605	15	1	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			261	315	10	2	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			304	355	10	2	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			340	415	10	2	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			359	431	10	2	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			443	536	10	2	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			455	541	15	2	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			478	571	15	2	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			303	356	10	3	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			300	360	10	3	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			435	515	10	3	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			468	545	15	3	5	5	2017
Corpus_Christi_Bay	Bagre_marinus	U			460	550	15	4	5	5	2017
Aransas_Bay	Bagre_marinus	U			229	280	10	1	23	5	2017
Aransas_Bay	Bagre_marinus	U			274	320	10	1	23	5	2017
Aransas_Bay	Bagre_marinus	U			288	346	10	1	23	5	2017
Aransas_Bay	Bagre_marinus	U			475	564	10	1	23	5	2017
Aransas_Bay	Bagre_marinus	U			274	335	10	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			292	344	10	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			390	452	10	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			449	518	15	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			470	540	10	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			479	550	10	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			464	557	15	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			465	569	10	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			486	575	15	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			509	608	10	2	23	5	2017
Aransas_Bay	Bagre_marinus	U			238	279	10	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			264	298	10	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			269	317	10	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			360	440	10	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			412	474	15	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			416	483	15	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			436	506	10	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			440	515	10	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			440	540	10	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			460	558	10	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			484	560	15	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			460	570	15	3	23	5	2017
Aransas_Bay	Bagre_marinus	U			250	305	10	4	23	5	2017
Aransas_Bay	Bagre_marinus	U			251	310	10	4	23	5	2017
Aransas_Bay	Bagre_marinus	U			380	460	10	4	23	5	2017
Aransas_Bay	Bagre_marinus	U			400	490	10	4	23	5	2017
Aransas_Bay	Bagre_marinus	U			419	490	10	4	23	5	2017
Aransas_Bay	Bagre_marinus	U			446	514	10	4	23	5	2017
Aransas_Bay	Bagre_marinus	U			425	525	10	4	23	5	2017
Aransas_Bay	Bagre_marinus	U			460	550	10	4	23	5	2017
Aransas_Bay	Bagre_marinus	U			500	590	10	4	23	5	2017
Redfish_Bay	Bagre_marinus	U			514	605	10	1	6	6	2017
Redfish_Bay	Bagre_marinus	U			504	579	15	2	6	6	2017
Redfish_Bay	Bagre_marinus	U			275	336	10	3	6	6	2017
Redfish_Bay	Bagre_marinus	U			390	470	15	3	6	6	2017
Redfish_Bay	Bagre_marinus	U			440	525	15	3	6	6	2017
Redfish_Bay	Bagre_marinus	U			493	579	15	3	6	6	2017
Redfish_Bay	Bagre_marinus	U			529	618	10	3	6	6	2017
Redfish_Bay	Bagre_marinus	U			346	416	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			346	420	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			415	496	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			417	506	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			420	510	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			430	510	15	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			430	515	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			435	530	15	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			430	530	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			470	536	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			464	540	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			465	543	15	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			465	550	15	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			490	572	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			510	600	10	4	6	6	2017
Redfish_Bay	Bagre_marinus	U			193	236	10	1	8	6	2017
Redfish_Bay	Bagre_marinus	U			210	242	10	1	8	6	2017
Redfish_Bay	Bagre_marinus	U			291	345	10	1	8	6	2017
Redfish_Bay	Bagre_marinus	U			300	366	10	1	8	6	2017
Redfish_Bay	Bagre_marinus	U			370	455	10	1	8	6	2017
Redfish_Bay	Bagre_marinus	U			443	530	10	1	8	6	2017
Redfish_Bay	Bagre_marinus	U			463	538	15	1	8	6	2017
Redfish_Bay	Bagre_marinus	U			295	355	10	2	8	6	2017
Redfish_Bay	Bagre_marinus	U			494	582	10	2	8	6	2017
Redfish_Bay	Bagre_marinus	U			504	595	15	2	8	6	2017
Redfish_Bay	Bagre_marinus	U			393	462	15	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			404	487	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			420	505	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			429	510	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			460	512	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			440	533	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			448	542	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			456	548	15	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			461	557	15	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			478	559	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			470	561	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			481	577	15	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			488	585	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			495	589	15	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			508	592	15	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			515	603	15	3	8	6	2017
Redfish_Bay	Bagre_marinus	U			552	632	10	3	8	6	2017
Redfish_Bay	Bagre_marinus	U						3	8	6	2017
Aransas_Bay	Bagre_marinus	U			258	305	10	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			261	317	10	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			266	328	10	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			309	378	10	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			400	476	15	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			455	515	10	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			444	519	10	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			451	546	10	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			496	576	10	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			500	582	10	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			508	582	15	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			531	615	15	1	22	6	2017
Aransas_Bay	Bagre_marinus	U			376	447	10	2	22	6	2017
Aransas_Bay	Bagre_marinus	U			392	455	10	2	22	6	2017
Aransas_Bay	Bagre_marinus	U			411	490	10	2	22	6	2017
Aransas_Bay	Bagre_marinus	U			456	534	15	2	22	6	2017
Aransas_Bay	Bagre_marinus	U			499	560	10	2	22	6	2017
Aransas_Bay	Bagre_marinus	U			432	594	15	2	22	6	2017
Aransas_Bay	Bagre_marinus	U			520	600	10	2	22	6	2017
Aransas_Bay	Bagre_marinus	U			543	615	10	2	22	6	2017
Aransas_Bay	Bagre_marinus	U					15	2	22	6	2017
Aransas_Bay	Bagre_marinus	U					10	2	22	6	2017
Aransas_Bay	Bagre_marinus	U					15	2	22	6	2017
Aransas_Bay	Bagre_marinus	U			318	394	10	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			417	487	15	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			410	490	10	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			406	491	10	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			417	505	15	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			430	510	10	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			460	520	15	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			458	542	15	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			455	550	15	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			458	560	10	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			464	560	15	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			475	563	10	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			481	572	15	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			488	580	10	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			505	599	10	3	22	6	2017
Aransas_Bay	Bagre_marinus	U			260	323	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			290	349	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			365	446	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			382	455	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			410	480	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			400	485	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			415	504	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			416	505	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			425	506	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			425	510	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			424	512	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			430	515	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			431	519	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			435	520	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			425	520	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			450	525	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			448	526	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			455	527	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			470	546	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			460	550	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			484	564	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			481	579	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			500	587	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			484	596	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			480	610	15	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			509	619	10	4	22	6	2017
Aransas_Bay	Bagre_marinus	U			536	633	10	4	22	6	2017
Corpus_Christi_Bay	Bagre_marinus	U			145	178	10	2	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			155	190	10	2	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			175	208	10	2	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			170	210	15	2	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			183	215	10	2	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			182	222	10	2	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			195	231	15	2	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			109	132	10	3	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			150	190	10	3	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			185	221	15	3	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			195	230	10	3	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			210	248	15	3	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			340	420	10	4	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			445	530	15	4	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			457	550	15	4	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			470	555	10	4	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			410	465	10	5	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			430	506	15	5	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			440	530	15	5	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			450	540	15	5	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			450	540	15	5	6	7	2017
Corpus_Christi_Bay	Bagre_marinus	U			490	575	10	5	6	7	2017
Aransas_Bay	Bagre_marinus	U			275	330	10	1	11	7	2017
Aransas_Bay	Bagre_marinus	U			295	335	10	1	11	7	2017
